id,pdf_present,title,doi,year,source,authors,abstract,doc_type,db,_also_in,decision,confidence,triggered_criteria,reasoning,flag
P0504,False,UAV Swarm Autonomy through Cooperative Positioning: A Unified Approach with Distributed Graph Optimization and Decentralized MPC,10.1109/icma65362.2025.11120831,2025,2025 IEEE International Conference on Mechatronics and Automation (ICMA),C. Xiong; Z. You,"Autonomous flight of unmanned aerial vehicle (UAV) swarm faces challenges in relative positioning and cooperative control. Existing methods suffer from ground reliance, high computation, and communication costs. To overcome these constraints, this study proposes a relative positioning framework based on distributed graph optimization (DGO) that integrates onboard sensor measurements of relative distance, relative angle, and inertial-based state estimations. The distributed architecture enables each drone to solve localized optimization subproblems in parallel, effectively mitigating communication congestion and computational bottlenecks. Building upon the positioning results, we develop a decentralized model predictive control (DMPC) scheme with real-time capability for simultaneous swarm formation maintenance and dynamic trajectory tracking. Results demonstrate that the integrated system achieves sub-meter relative positioning accuracy while sustaining formation stability. This work provides methodological foundations for subsequent research in swarm intelligence.",IEEE Conferences,ieee,,EXCLUDE,high,EXC-7,"Swarm coordination and formation control using distributed graph optimization and MPC, where positioning appears to be based on 'relative distance, relative angle'.",
P0513,False,UAV Tracking with Lidar as a Camera Sensor in GNSS-Denied Environments,10.1109/icl-gnss57829.2023.10148919,2023,2023 International Conference on Localization and GNSS (ICL-GNSS),H. Sier; X. Yu; I. Catalano; J. P. Queralta; Z. Zou; T. Westerlund,"Light detection and ranging (LiDAR) sensor has become one of the primary sensors in robotics and autonomous system for high-accuracy situational awareness. In recent years, multi-modal LiDAR systems emerged, and among them, LiDAR-as-a-camera sensors provide not only 3D point clouds but also fixed-resolution 360°panoramic images by encoding either depth, reflectivity, or near-infrared light in the image pixels. This potentially brings computer vision capabilities on top of the potential of LiDAR itself. In this paper, we are specifically interested in utilizing LiDARs and LiDAR-generated images for tracking Unmanned Aerial Vehicles (UAVs) in real-time which can benefit applications including docking, remote identification, or counter-UAV systems, among others. This is, to the best of our knowledge, the first work that explores the possibility of fusing the images and point cloud generated by a single LiDAR sensor to track a UAV without a priori known initialized position. We trained a custom YOLOv5 model for detecting UAVs based on the panoramic images collected in an indoor experiment arena with a motion capture (MOCAP) system. By integrating with the point cloud, we are able to continuously provide the position of the UAV. Our experiment demonstrated the effectiveness of the proposed UAV tracking approach compared with methods based only on point clouds or images. Additionally, we evaluated the real-time performance of our approach on the Nvidia Jetson Nano, a popular mobile computing platform.",IEEE Conferences,ieee,,EXCLUDE,high,EXC-7,"External UAV tracking using LiDAR sensors, not VIO for UAV navigation. The UAV is the target being tracked, not the platform performing VIO for its own navigation.",UAV tracking system rather than UAV navigation system
P0154,False,MILUV: A Multi-UAV Indoor Localization dataset with UWB and Vision,10.1177/02783649251405898,2026,International Journal of Robotics Research,Shalaby M.A.; Dahdah N.; Ahmed S.S.; Cossette C.C.; Le Ny J.; Forbes J.R.,"This paper introduces MILUV, a Multi-UAV Indoor Localization dataset with UWB and Vision measurements. This dataset comprises 217 minutes of flight time over 36 experiments using three quadcopters, collecting ultra-wideband (UWB) ranging data such as the raw timestamps and channel-impulse response data, vision data from a stereo camera and a bottom-facing monocular camera, inertial measurement unit data, height measurements from a laser rangefinder, magnetometer data, and ground-truth poses from a motion-capture system. The UWB data is collected from up to 12 transceivers affixed to mobile robots and static tripods in both line-of-sight and non-line-of-sight conditions. The UAVs fly at a maximum speed of 4.418 m/s in an indoor environment with visual fiducial markers as features. MILUV is versatile and can be used for a wide range of applications beyond localization, but the primary purpose of MILUV is for testing and validating multi-robot UWB- and vision-based localization algorithms. The dataset can be downloaded at https://doi.org/10.25452/figshare.plus.28386041.v1. A development kit is presented alongside the MILUV dataset, which includes benchmarking algorithms such as visual-inertial odometry, UWB-based localization using an extended Kalman filter, and classification of CIR data using machine learning approaches. The development kit can be found at https://github.com/decargroup/miluv, and is supplemented with a website available at https://decargroup.github.io/miluv/. © The Author(s) 2026. This article is distributed under the terms of the Creative Commons Attribution 4.0 License (https://creativecommons.org/licenses/by/4.0/) which permits any use, reproduction and distribution of the work without further permission provided the original work is attributed as specified on the SAGE and Open Access page (https://us.sagepub.com/en-us/nam/open-access-at-sage).",Article,scopus,wos,EXCLUDE,high,EXC-5,This is explicitly a dataset paper with no algorithmic VIO contribution - it provides benchmarking algorithms but does not develop new VIO methods.,
P0052,True,An Adaptive Approach based on Multi-State Constraint Kalman Filter for UAVs,10.23919/iccas52745.2021.9649897,2021,"International Conference on Control, Automation and Systems",Do H.V.; Kim Y.H.; Kwon Y.S.; Kang S.H.; Kim H.J.; Song J.W.,"High accurate and robust motion estimation plays a fundamental role in the autonomous navigation system, especially for Visual Inertial Navigation System (VINS). The consistent of extended Kalman Filter (EKF)-based estimator highly relies on the prior information of the process noise (Q) and the measurement noise (R) covariance matrices. In this paper, we apply an adaptation rule to the well-known Multi-State Constraint Kalman Filter (MSCKF) using innovation and residual information for a monocular VINS that is mounted in a drone. The shortcoming of MSCKF is that the state vector grows as the number of detected features increasing. Since the vision process can give different estimated results due to various error sources such as the ambiguity or the quality of the camera, each epoch should have different weighting factors. Therefore, Q and R covariance matrices should be adapted. It is shown through the simulation that the proposed algorithm has more robustness and accuracy against the conventional approach which has fixed values of Q and R covariance matrices.  © 2021 ICROS.",Conference paper,scopus,,INCLUDE,high,INC-1|INC-2|INC-3|INC-6,"Paper describes an adaptive Multi-State Constraint Kalman Filter for Visual Inertial Navigation System (VINS) on a drone platform, clearly satisfying VIO fusion (INC-1) and UAV application (INC-2).",
,False,Intelligent Unmanned Aerial Vehicles for Low-altitude Economy: A Review of the Technology Framework and Future Prospects; [低空经济赋能者：智能无人机技术体系综述与展望],10.11999/jeit251246,2026,Dianzi Yu Xinxi Xuebao/Journal of Electronics and Information Technology,Zhihong Q.; Yijun W.,"Significance The deep integration of new quality productive forces with the digital economy accelerates the development of the low-altitude economy and positions it as an emerging driver of global economic growth. Operating in airspace typically below 3 000 m, this industrial system supports diverse applications, including Unmanned Aerial Vehicle (UAV) logistics, Urban Air Mobility (UAM), industrial inspection, and public safety. Intelligent UAVs, characterized by cost efficiency, scalability, and autonomous capability, function as the core technical enabler of this ecosystem. Their deployment promotes a transition in aviation from centralized and isolated operation modes toward distributed, intelligent, and service-oriented aerial utilization. From a strategic perspective, intelligent UAVs contribute to industrial upgrading, urban infrastructure improvement, airspace security assurance, and regional economic development. Therefore, a systematic review and structured construction of an intelligent UAV technology framework is necessary to support future research, clarify key challenges, and promote sustained development of the low-altitude economy. Progress A holistic technology framework for intelligent UAVs is constructed, organized hierarchically from foundational technologies to application-oriented systems. The framework integrates four interrelated domains. Intelligent perception and navigation emphasize stable operation in complex environments through tightly coupled multi-sensor fusion and advanced state estimation methods, such as visual-inertial odometry, supported by multi-source adaptive positioning in Global Navigation Satellite System (GNSS)-denied scenarios. Wireless communication networks focus on reliable Beyond-Visual-Line-Of-Sight (BVLOS) connectivity by combining cellular network access, self-organizing flying ad hoc networks (FANETs) with intelligent topology control, and UAV-assisted edge computing for efficient resource scheduling. Autonomous decision-making and cooperative control evolve from classical rule-based approaches toward learning-based paradigms, where multi-agent reinforcement learning enables coordinated swarm behavior and adaptive task execution. Low-altitude security and airspace management provide essential system support through integrated detection and countermeasure technologies, supplemented by UAV cloud platforms and Unmanned aircraft system Traffic Management (UTM) for coordinated airspace operation. Conclusions The review indicates that UAVs are transitioning from isolated platforms to interconnected intelligent nodes embedded within the low-altitude economy system. Although substantial progress has been achieved across multiple technological domains, several critical challenges remain. Major technical constraints include maintaining communication reliability in complex low-altitude channels, addressing perception degradation in cluttered or deceptive environments, achieving robust autonomous cooperation under uncertainty, and overcoming the inherent limitations of existing energy and power technologies. These technical issues coexist with non-technical barriers, such as the establishment of adaptive regulatory and airspace governance frameworks, the formation of scalable and sustainable business models, and the enhancement of public acceptance. The analysis suggests that addressing these challenges requires deep integration of enabling technologies. A closed-loop evolution paradigm of “challenge-driven → technology fusion → system construction → feedback iteration” is proposed to describe the intrinsic iterative logic of technological development and to provide methodological guidance for future research and engineering practice. Prospects Future intelligent UAV development is expected to concentrate on several strongly coupled directions. Intelligent holistic communication will advance through deep integration of air-ground-space networks and Integrated Sensing And Communication (ISAC), forming a proactive data environment that supports predictive resource management and resilient connectivity. Cognitive swarm intelligence will promote the transformation of UAV clusters into cooperative cognitive systems by combining large language models for task comprehension with multi-agent reinforcement learning for decentralized decision-making, enabling emergent collective intelligence. High-assurance autonomous security will rely on formal verification of artificial intelligence models, explainable decision mechanisms, and extensive application of digital twins for virtual validation and certification, thereby strengthening operational trust. In parallel, green and sustainable technologies will influence the full lifecycle of UAV systems, encouraging advances in high-energy-density power solutions, including solid-state batteries and hydrogen fuel cells, the use of environmentally friendly materials, and artificial intelligence-based optimization of energy consumption and acoustic performance, which together support the long-term sustainability of the low-altitude economy. © (2026), (Science Press). All rights reserved.",Article,scopus,,EXCLUDE,high,EXC-4,"Is explicitly a review paper ('A Review of the Technology Framework') that provides a systematic survey of intelligent UAV technologies rather than presenting original algorithmic VIO contributions, satisfying EXC-4.",
P0387,False,Augmented Ultra-Wideband Localization for Quadrotor UAV: Disturbance Rejection and Credibility Quantification,10.1109/tie.2025.3642438,2026,IEEE Transactions on Industrial Electronics,Jia J.; Li W.; Yu X.; Wang Y.; Guo K.; Guo L.,"Uninterrupted and accurate indoor localization without global navigation satellite systems (GNSS) is a challenging problem for quadrotor unscrewed aerial vehicles (UAVs). In this article, a plug-and-play ultra-wideband (UWB)-augmented localization scheme is developed, which is characterized by: 1) the embedded UAV dynamics to enrich information sources; 2) the composite disturbance filtering (CDF) algorithm for refined antidisturbance position estimation under UAV dynamic uncertainties and UWB measurement noises; and 3) a novel localization credibility metric which takes both system configuration and real-time algorithm operation status into account. By virtue of refined disturbance rejection and real-time credibility quantification, the designed UWB-augmented module allows for seamless integration into the existing UAV localization systems like the visual-inertial odometry (VIO), enhancing the overall localization performance with high-credibility UWB data. The effectiveness of the proposed scheme is demonstrated by developing and testing a UWB-augmented VIO localization system for quadrotor UAVs. © 2025 IEEE. All rights reserved.",Article,scopus,ieee; wos,INCLUDE,high,INC-1|INC-2,'the composite disturbance filtering (CDF) algorithm for refined antidisturbance position estimation under UAV dynamic uncertainties and UWB measurement noises' and 'a novel localization credibility metric'.,UWB-augmented positioning that uses VIO as black-box input
P0277,True,Visual-Inertial Odometry Using High Flying Altitude Drone Datasets †,10.3390/drones7010036,2023,Drones,George A.; Koivumäki N.; Hakala T.; Suomalainen J.; Honkavaara E.,"Positioning of unoccupied aerial systems (UAS, drones) is predominantly based on Global Navigation Satellite Systems (GNSS). Due to potential signal disruptions, redundant positioning systems are needed for reliable operation. The objective of this study was to implement and assess a redundant positioning system for high flying altitude drone operation based on visual-inertial odometry (VIO). A new sensor suite with stereo cameras and an inertial measurement unit (IMU) was developed, and a state-of-the-art VIO algorithm, VINS-Fusion, was used for localisation. Empirical testing of the system was carried out at flying altitudes of 40–100 m, which cover the common flight altitude range of outdoor drone operations. The performance of various implementations was studied, including stereo-visual-odometry (stereo-VO), monocular-visual-inertial-odometry (mono-VIO) and stereo-visual-inertial-odometry (stereo-VIO). The stereo-VIO provided the best results; the flight altitude of 40–60 m was the most optimal for the stereo baseline of 30 cm. The best positioning accuracy was (Formula presented.) m for a 800 m-long trajectory. The performance of the stereo-VO degraded with the increasing flight altitude due to the degrading base-to-height ratio. The mono-VIO provided acceptable results, although it did not reach the performance level of the stereo-VIO. This work presented new hardware and research results on localisation algorithms for high flying altitude drones that are of great importance since the use of autonomous drones and beyond visual line-of-sight flying are increasing and will require redundant positioning solutions that compensate for potential disruptions in GNSS positioning. The data collected in this study are published for analysis and further studies. Data Set: https://doi.org/10.23729/f4c5d2d0-eddb-40a1-89ce-601c252dab35. © 2023 by the authors.",Article,scopus,wos,INCLUDE,high,INC-1|INC-2|INC-3|INC-4|INC-5|INC-6,"Article clearly reports VIO systems fusing visual and inertial data (INC-1) for drone/UAS platforms (INC-2), addresses GNSS-denied environments as a robustness condition (INC-6).",
P0547,False,Review of Navigation Methods for UAV-Based Parcel Delivery,10.1109/tase.2022.3232025,2024,IEEE Transactions on Automation Science and Engineering,D. Dissanayaka; T. R. Wanasinghe; O. De Silva; A. Jayasiri; G. K. I. Mann,"This paper presents a comprehensive review of state-of-the-art navigation methods available for unmanned aerial vehicles (UAVs) used in parcel delivery. Particularly, the paper focuses on state-of-the-art sensor configurations, multi-sensor data fusion architectures, and their performance when employed for UAV navigation. Additionally, this paper presents the associated safety regulations for UAV navigation currently imposed by regulatory bodies in US and Canada. The existing navigation solutions sometimes produce degenerative results due to GPS loss, multipath signals, spoofing events, and other sensor degradation scenarios. Therefore, this article investigates the suitability of integrating visual lidar odometry and mapping (VLOAM) with GPS to overcome the limitations of existing navigation solutions. A comparative study of the multi-sensory combined solutions is presented with numerical simulations, validating the regulatory compliance of VLOAM and GPS integrated system under common GPS failure cases. Note to Practitioners—This work was motivated by the need for a survey on existing UAV navigation methods for parcel delivery applications. Different UAV navigation methods exist, depending on the sensors used and the sensor fusion architectures, with varying degrees of localization accuracy. It can be challenging for researchers and practitioners to decide which method to adopt for their application while complying with the existing safety regulations. Therefore, this paper presents an overview of the current safety regulation for UAV navigation and evaluates the state-of-the-art navigation methods against regulatory safety compliance. Additionally, a numerically validated safe navigation method is suggested for UAV-based parcel delivery. This paper provides researchers and practitioners with comprehensive reference sources in the UAV navigation field, which can help them develop suitable solutions to ensure safe navigation.",IEEE Journals,ieee,wos,EXCLUDE,high,EXC-4,"This is explicitly described as a 'comprehensive review' and 'survey' of existing UAV navigation methods, which qualifies as a secondary study under EXC-4.",
P0002,True,"A Real-time Framework for UAV Indoor Self-Positioning and 3D Mapping Base on 2D Lidar, Stereo Camera and IMU",10.1109/rcar58764.2023.10249971,2023,"Proceedings of the 2023 IEEE International Conference on Real-Time Computing and Robotics, RCAR 2023",Liang L.; Rao H.; Shen G.; Wang C.; Wu X.,"This paper proposed a real-time Unmanned Aerial Vehicle (UAV) autonomous localization framework based on onboard sensors, including 2D Lidar, Stereo Camera and Inertial Measurement Unit (IMU), built on the open-source VINS-Fusion software to achieve real-time and drift-free UAV pose estimation. The proposed framework eliminates the motion distortion of Lidar during UAV motion by combining Visual-Inertial Odometry (VIO). It obtains global localization information of Lidar by PL-ICP algorithm based on a global point cloud map. Graph optimization method is used to fuse the local positional estimation and the global information from the Lidar, which eliminate the cumulative error caused by VIO. The feasibility of the method is verified by experiments and compared with the method of only running Visual-Inertial Navigation Systems (VINS), the framework improves the accuracy of localization. In addition, we have implemented the construction of octree maps of 3D environments through the framework of this system. © 2023 IEEE.",Conference paper,scopus,ieee,INCLUDE,high,INC-1|INC-2|INC-3|INC-6,"Paper clearly describes a VIO system combining stereo camera and IMU for UAV localization (INC-1), explicitly targets UAV platforms (INC-2).",
P0388,True,Toward Aerial Collaborative Stereo: Real-Time Cross-Camera Feature Association and Relative Pose Estimation for UAVs,10.1109/jsen.2025.3532699,2025,IEEE Sensors Journal,Wang Z.; Dong W.,"The collaborative unmanned aerial vehicles (UAVs) can construct a wide and variable baseline stereo camera, providing potential benefits in flexible and large-scale depth perception. Compared to the fixed-baseline stereo camera, the collaborative stereo system in dynamic flight face the additional challenge of continuously varying baselines, which necessitates real-time cross-camera stereo feature association and real-time relative pose estimation on resource-constrained onboard computers. To tackle these challenges, we propose a real-time dual-channel feature association with a guidance-prediction framework. This framework utilizes a graph neural network (GNN) to periodically guide cross-camera feature associations between two UAVs, while the guided features are continuously predicted to enable real-time feature association. Additionally, we propose a real-time relative multistate-constrained Kalman filter (Rel-MSCKF) algorithm, which efficiently integrates covisual overlapping features with the UAVs' visual-inertial odometry (VIO), enabling accurate and fast relative pose estimation. Extensive real-world experiments are performed using the widely adopted but resource-constrained NVIDIA NX onboard computer. The results demonstrate that the dual-channel algorithm achieves cross-camera feature association for 30 Hz image streams, with an average runtime of 14 ms, significantly outperforming the conventional cross-camera feature matching algorithms, which typically require over 70 ms. For the relative pose estimation of two cameras, the proposed Rel-MSCKF algorithm achieves pose estimation within 16 ms, outperforming the current pose-graph optimization (PGO) manner with 330 ms. Additionally, we examine the convergence behavior of Rel-MSCKF under various spatial configurations. The system's robustness is further evaluated under the challenges of asynchronous image acquisition, communication interruptions, and field-of-view (FOV) occlusions. Online video: https://youtu.be/avxMuOf5Qcw.  © 2001-2012 IEEE.",Article,scopus,,INCLUDE,high,INC-1|INC-2|INC-3|INC-6,"VIO integration (INC-1) and targets UAVs (INC-2), addressing real-time computational constraints on onboard computers and challenging conditions like communication interruptions and FOV occlusions (INC-6).",
P0053,True,Vision-guided unmanned aerial system for rapid multiple-type damage detection and localization,10.1177/14759217221084878,2023,Structural Health Monitoring,Jiang S.; Cheng Y.; Zhang J.,"Unmanned aerial systems (UASs) are increasingly applied for bridge inspection. A vision-guided UAS with a lightweight convolutional neural network is developed to detect and locate bridge cracks, spalling, and corrosion. The contributions are as follows: (1) To address the problem that traditional UASs are global positioning system (GPS) required while GPS signals under bridge bottom generally are weak. A vision-guided UAS is designed and applied, in which a stereo vision-inertial fusion method is used to provide position data instead of GPS and an ultrasonic ranger is applied to avoid obstacles. (2) Most of the deep learning-based damage detection methods are offline detection, which is unsuitable for UAS-based inspection because the endurance time is limited. To solve this problem, a lightweight end-to-end object detection network is proposed, by replacing the backbone of the original You Only Look Once v3 network with MobileNetv2, and the proposed network of much faster inference speed can be transplanted to the onboard computer of the designed UAS so that real-time edge computing can be performed during inspection. (3) A damage location method based on vision positioning data and simultaneous localization and mapping is also proposed to meet the urgent needs of locating damage in the whole structure. Finally, the proposed system is applied to inspect a long-span bridge to detect and locate the most common damages: crack, spalling, and corrosion with high accuracy and efficiency, which verified the practicability of the system. © The Author(s) 2022.",Article,scopus,,INCLUDE,high,INC-1|INC-2|INC-3|INC-4|INC-5|INC-6,A vision-inertial fusion method for UAV positioning (INC-1) and explicitly targets unmanned aerial systems (INC-2).,
P0199,False,"A Comprehensive Taxonomy of UAVs: A Comparative Feature Matrix for Hardware, Capabilities, and Payloads",10.1109/access.2025.3642069,2026,IEEE Access,R. Tacconi; M. Raoul Marini; M. Saraceno; G. Luca Foresti; L. Cinque; A. Mecca,"This survey consolidates the state of the art in vision-based unmanned aerial vehicle (UAV) systems and introduces a unifying taxonomy and feature matrix that relate platform form-factors, onboard capabilities, and payload characteristics to application domains. We systematically review and classify recent literature across agriculture, transportation and logistics, infrastructure inspection, search and rescue, environmental monitoring, emergency response, surveying/mapping, and surveillance, and analyze operational trade-offs of prominent platform classes-multi-rotor, fixed-wing, and hybrid UAVs-with respect to endurance, payload capacity, maneuverability, sensing modalities (i.e., red-green-blue (RGB) cameras and thermal sensors), and onboard computation. Algorithmic trends are synthesized, highlighting advances in lightweight deep learning (DL) techniques (notably convolutional neural network (CNN)-based perception), robust state estimation via visual-inertial odometry (VIO) and simultaneous localization and mapping (SLAM), and multisensor fusion. Recurring challenges are identified, including limited flight endurance, resilient operation in Global Positioning System (GPS)-denied or cluttered environments, scarcity of domain-specific datasets for vision tasks, and the absence of standardized benchmarks and safety frameworks. Finally, we outline research directions to promote resilient, explainable, and energy-aware UAVs and to accelerate the transition from experimental prototypes to operational deployments.",IEEE Journals,ieee,wos,EXCLUDE,high,EXC-4,"This is explicitly a survey that 'consolidates the state of the art' and 'systematically review[s] and classif[ies] recent literature' across multiple domains, making it a secondary study under EXC-4.",
P0213,False,Optimization and Acceleration of Visual-Inertial Navigation System for UAVs Based on Heterogeneous Computing Architecture,10.1007/978-981-95-4053-2_48,2026,Lecture Notes in Electrical Engineering,Wang H.; Lan B.; Wei B.; Chen X.; Guo C.,"We propose an optimization and acceleration solution for Visual-Inertial Navigation Systems (VINS) on UAVs based on heterogeneous computing architecture. As UAV application scenarios diversify, the requirements for autonomous navigation capabilities continue to increase. Visual-Inertial Navigation has become one of the mainstream technologies due to its advantages of low cost, rich information, and high reliability. However, real-time operation of VINS systems on resource-constrained UAV platforms still faces significant challenges, especially in highly dynamic and complex environments. Through a software-hardware co-design approach, this paper addresses the performance bottlenecks of VINS-Mono systems on UAV platforms. The main innovations include: proposing an initialization method combining optical flow and descriptors to improve system robustness in low-texture and fast-motion scenarios; designing an optical flow tracking strategy to replace OpenCV feature extraction, enhancing feature tracking efficiency through hardware acceleration interfaces; developing an adaptive feature selection algorithm to balance computational resources and precision in backend optimization. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2026.",Conference paper,scopus,,INCLUDE,high,INC-1|INC-2|INC-3|INC-6,"Paper clearly describes VIO fusion (VINS-Mono system optimization) for UAV platforms, addressing computational efficiency and robustness in challenging conditions like low-texture and fast-motion scenarios.",
P0551,False,A Vision-Based Technique for Unmanned Aerial Vehicles Localization,10.1109/ispacs68724.2025.11382908,2025,2025 International Symposium on Intelligent Signal Processing and Communication Systems (ISPACS),L. -Y. Chen; H. -Y. Lin; S. Munir,"Accurate localization is a fundamental requirement for the safe and reliable operation of unmanned aerial vehicles (UAVs). Conventional localization approaches primarily rely on Global Navigation Satellite System (GNSS) or Global Positioning System (GPS) signals for outdoor navigation. However, these methods are susceptible to performance degradation or complete failure in GNSS-denied environments. This paper proposes a novel UAV localization framework based on aerial-satellite image matching to enable navigation without GNSS signals. The proposed end-to-end network employs the CLIP model to extract and correlate geospatial features between UAV-acquired aerial images and pre-existing satellite imagery. Furthermore, image orientation information is incorporated into the feature similarity computation to estimate flight heading direction. To evaluate the effectiveness of the proposed approach, an aerial image dataset was collected from UAV flights conducted at an altitude of 100 meters above sea level. Experimental results over a $2.23 ~\text{km}^{2}$ area demonstrate the feasibility of the proposed GNSS-denied localization method, achieving average position and heading errors of 39.2 m and 15.9°, respectively.",IEEE Conferences,ieee,,EXCLUDE,high,EXC-3,"Only visual odometry/localization using aerial-satellite image matching with no mention of IMU or inertial sensor fusion, failing to satisfy INC-1 which requires VIO fusion of both visual and inertial data.",
P0055,True,Getting Started with a Simple Visual-Inertial Odometry,10.1109/rem63063.2024.10735689,2024,"2024 22nd International Conference on Research and Education in Mechatronics, REM 2024",Divan B.N.Y.; Iorpenda M.J.; Willert V.,"This paper presents the development and evaluation of a basic monocular visual-inertial odometry (VIO) algorithm tailored for drone navigation. The primary goal is to present a minimal, easy-to-understand algorithm for beginners to the field. Therefore, the method utilises proven, simple, non-computationally intensive computer vision algorithms. To solve the unknown scale problem, monocular visual odometry estimates are fused with scale estimates extracted from inertial measurement unit (IMU) data. We tested the algorithm on various datasets, including the real-world KITTI dataset and a custom dataset recorded with a Tello DJI drone in a controlled lab environment. Moreover, the algorithm's adaptability and performance were further validated in an Unreal-Engine simulated environment utilizing Microsoft AirSim for the simulation of the drone's physics. Although simple, the proposed method is versatile for short-term odometry especially for slow continuous movements.  © 2024 IEEE.",Conference paper,scopus,ieee; wos,INCLUDE,high,INC-1|INC-2|INC-3|INC-4|INC-5,Paper clearly presents a VIO algorithm that fuses monocular visual odometry with IMU data (INC-1) and is explicitly tailored for drone navigation with testing on DJI Tello drone (INC-2).,
P0389,False,AgriNav: UAV Simulator for Vision-based Navigation in Agricultural Environments,10.1016/j.ifacol.2025.11.757,2025,IFAC-PapersOnLine,Yang T.; Mueller M.W.,"We present AgriNav, a simulator for vision-based navigation and data collection for unmanned aerial vehicles (UAVs) in agricultural environments. Developing autonomous aerial robots for large-scale agricultural data collection requires significant effort in hardware-software integration, especially for accurate state estimation and navigation. While many existing simulators offer image generation features, they are not designed for direct use with visual-inertial odometry (VIO) packages, which depend on precise sensor calibration, data synchronization, and specific message formats. We address this challenge by generating synthetic data that mimic physical sensor outputs and providing a modular communication framework, enabling users to efficiently experiment with odometry and navigation algorithms without requiring hardware testing. Using Unity for rendering, we provide pre-built maps and plant models for rapid testing and simple scene customization. AgriNav is open source and available at: https://github.com/Teaya-Yang/AgriNav.git. Copyright © 2025 The Authors.",Conference paper,scopus,wos,EXCLUDE,high,EXC-7,A simulator tool for testing existing VIO systems rather than contributing novel VIO algorithms or methods.,Simulator/tool paper - no VIO algorithmic contribution
P0005,True,Robust UAV Localization in GNSS-Denied Environments via Efficient Visual Scene Matching-Inertial Fusion,10.1109/cait68620.2025.11424858,2025,"2025 6th International Conference on Computers and Artificial Intelligence Technology, CAIT 2025",Zhang Z.; Zhang B.; Lv M.; Liu S.; Xue J.; Wei H.,"In environments where Global Navigation Satellite Systems (GNSS) are degraded or unavailable, unmanned aerial vehicle (UAV) visual-inertial localization faces challenges including cross-domain scale inconsistency, accumulated inertial drift, and limited onboard computing resources. To address these issues, we propose a lightweight visual-inertial localization framework for onboard platforms that combines low-rate absolute corrections from satellite-to-aerial visual scene matching with high-rate relative motion constraints from inertial measurement unit (IMU) pre-integration. The two are fused via a loosely coupled Error-State Kalman Filter (ESKF), achieving real-time, robust localization through low-rate absolute correction + high-rate dead reckoning. To reduce the cross-domain search space and mitigate scale mismatch, we introduce a barometer-assisted adaptive satellite-image loading and ground sampling distance (GSD) normalization pipeline that dynamically selects satellite tiles and aligns scale between satellite and onboard imagery. On the vision side, an accelerated XFeat model delivers high-quality feature extraction and matching; On the fusion side, the ESKF effectively suppresses inertial drift and improves resilience to visual outliers and anomalous conditions. The full system is deployed on a NVIDIA Orin Nano embedded platform and validated in real flight tests, demonstrating accurate and robust localization in complex real-world scenarios.  © 2025 IEEE.",Conference paper,scopus,,INCLUDE,high,INC-1|INC-2|INC-6,"Article clearly reports a visual-inertial fusion system (INC-1) combining satellite imagery with IMU via ESKF, explicitly targets UAV platforms (INC-2).",
P0552,False,A Collaborative SLAM Framework for Heterogeneous Multi-Robot Systems,10.1109/icus66297.2025.11294967,2025,2025 IEEE International Conference on Unmanned Systems (ICUS),Y. Liu; J. Zhu; H. Pei,"Vision-based Simultaneous Localization and Mapping (SLAM) technology has become a significant research focus in robotics, enabling autonomous agents to perform real-time pose estimation and environmental reconstruction using onboard sensors without prior environmental knowledge. While single-robot visual SLAM implementations have reached substantial maturity, their computational capabilities remain limited on embedded platforms when operating in complex scenarios, leading to constrained search efficiency, reduced detection range, and limited operational endurance. This paper proposes a heterogeneous multi-robot collaborative SLAM framework integrating FPGA-accelerated ORB feature extraction based on CCM-SLAM, and designs a novel keyframe selection mechanism to overcome the aforementioned limitations.",IEEE Conferences,ieee,,EXCLUDE,high,EXC-3,"A vision-based SLAM system with no mention of IMU or inertial sensors, failing to satisfy INC-1 which requires VIO fusion of both visual and inertial data.",
