id,class_id,year,title,doi,pdf_present,pdf_path,t1,t2,t3,r1,r2,r3,r4,r5,r6,relevance_score,full_text_decision,exclusion_code,notes
P0545,C7,2018,Encoderless Gimbal Calibration of Dynamic Multi-Camera Clusters,10.1109/icra.2018.8462920,True,papers/P0545.pdf,Y,Y,Y,0,1,1,0,0,0,2,INCLUDE,,"Encoderless gimbal calibration for dynamic multi-camera UAV; online joint-angle estimation + OKVIS integration; IROS 2018. R2 re-derived from the extraction sheet (adaptive_online) and Table 10 membership: 1. T-1 = Y under the first clause, so no borderline marking is needed. The paper names a VIO extension as one of its two main contributions: 'In this work, we present two main contributions.'."
P0315,C7,2017,Direct feature correspondence in vision-aided inertial navigation for unmanned aerial vehicles,10.1109/icuas.2017.7991446,True,papers/P0315.pdf,Y,Y,Y,1,0,0,1,1,0,3,INCLUDE,,Direct photometric feature correspondence (no explicit extraction) in EKF-VIO for UAVs; improved feature tracking. ION 2017.
P0252,C7,2015,Employing smartphone as on-board navigator in unmanned aerial vehicles: Implementation and experiments,10.1108/ir-01-2015-0016,True,papers/P0252.pdf,N,Y,Y,1,0,0,0,0,0,1,EXCLUDE,T1,Smartphone as UAV VIO navigator; applies existing phone sensors/algorithms; implementation study; Ind Robot 2015.
P0106,C5,2026,Indoor UAV navigation using event cameras and intermediate frame reconstruction,10.1016/j.cviu.2026.104650,True,papers/P0106.pdf,Y,Y,Y,1,0,1,1,1,0,4,INCLUDE,,"Event-camera modality VIO -> C5. Front-end (reconstruction + noise mitigation + CPU/GPU integration) is the methodological contribution, so T1 passes despite using OpenVINS/MSCKF off-the-shelf. r4=1 (MSCKF), r6=1 (event camera aux modality), r2=0 (no online adaptivity). R6 re-derived from the recoded aux_sensors column: 0. T-1 is satisfied and the exclusion sentence does not apply."
P0214,C5,2025,Multimodal Visual Navigation of Unmanned Aerial Vehicles Using Satellite Maps and Thermal Imaging Cameras,10.3103/s106879982504004x,True,papers/P0214.pdf,Y,Y,Y,1,0,0,1,1,1,4,EXCLUDE,EXC-9,"ThermalGen cross-modal + LWIR camera VIO with EKF; absolute+relative visual nav for UAV day/night; Russian Aero 2025. EXC-9 withdrawn (no methodological basis); retained on T-1/T-2/T-3 as originally assessed. R6 re-derived from the recoded aux_sensors column: 1. EXC-9 applied (Resolution of the Verkhovna Rada of Ukraine, rada.gov.ua/news/razom/230916.html)."
P0226,C5,2025,Uncrewed system localization using deliberate thermal features,10.1117/12.3053910,True,papers/P0226.pdf,N,?,Y,1,0,0,0,1,0,2,EXCLUDE,T1,"Deliberate thermal fiducials for TIO; UAS equipped but proof-of-concept on UGV; GNSS-denied degraded env. 2025. T-1 N: no VIO algorithm, measurement model, weighting or integration is presented. The proposed method is a thermal-marker detector with pinhole/IFOV geometry and no inertial component: 'applies a defined threshold to detect the thermal markers ..'."
P0118,C5,2025,Event-Based Visual/Inertial Odometry for UAV Indoor Navigation,10.3390/s25010061,True,papers/P0118.pdf,Y,Y,Y,1,1,0,0,1,0,3,INCLUDE,,Adaptive event-VIO with adaptive thresholding; GNSS-denied indoor UAV; IEEE RA-L 2025. CORE. INCLUDE. T1: 'an event-based visual-inertial odometry algorithm for event cameras is proposed .. features are detected on the standard frame images .. tracked on intermediate frames accumulated from events till the next standard frame .. fused with IMU measurements .. using nonlinear optimization' (p.3).
P0188,C5,2022,REVIO: Range- and Event-Based Visual-Inertial Odometry for Bio-Inspired Sensors,10.3390/biomimetics7040169,True,papers/P0188.pdf,Y,Y,Y,1,0,1,0,1,1,4,INCLUDE,,"Alternative-modality (event + range) VIO architecture (C5); optimization-based so r4=0; no explicit online adaptivity so r2=0. INCLUDE, targeted."
P0481,C5,2022,Data-Efficient Collaborative Decentralized Thermal-Inertial Odometry,10.1109/lra.2022.3194675,True,papers/P0481.pdf,Y,Y,Y,1,1,1,1,1,1,6,INCLUDE,,"Thermal aux-modality + collaborative filter fusion (C5) but high relevance: GPS-denied, adaptive calibration, real-time onboard-grade, EKF/MSCKF, thermal front-end. QA5=0.5 (UAV-VIO vs prior articulated but framed around collaborative/space, less direct VIO benchmarking)."
P0383,C5,2020,Perception in the dark—development of a ToF visual inertial odometry system,10.3390/s20051263,True,papers/P0383.pdf,Y,Y,Y,1,1,1,1,1,0,5,INCLUDE,,ToF-VIO: ICP + ESKF + salient point selection; real UAV flights in dark GNSS-denied; Sensors 2020. CORE. R2 set to 1: paper is in an adaptive-strategy row.
P0336,C5,2019,Robust thermal-inertial localization for aerial robots: A case for direct methods,10.1109/icuas.2019.8798279,True,papers/P0336.pdf,Y,Y,Y,1,0,0,1,1,0,3,INCLUDE,,Thermal-inertial localization direct methods for aerial robots; modified filter estimator; GPS-denied dark environments; ICRA 2019.
P0393,C5,2019,Laser-aided Infrared Visual Inertial Odometry for Unmanned Aerial Vehicle with Multi-plane Constraint,10.1109/icarm.2018.8610740,True,papers/P0393.pdf,Y,Y,Y,1,1,0,1,1,1,5,INCLUDE,,IR VIO + laser scale + multi-plane constraint + EKF for UAV; GPS-down/night operation; ICUAS 2019. CORE. R2 set to 1: paper is in an adaptive-strategy row.
P0223,C6,2026,Kinematically-Constrained Joint Pose Estimation of a UAS and Non-Cooperative Moving Platform,10.2514/6.2026-2173,False,,Y,Y,Y,1,0,0,0,1,0,2,INCLUDE,,KC-VIO: kinematically-constrained VIO for UAS + non-cooperative moving target in GPS-denied env. 2026.
P0068,C6,2026,A Localization Strategy for Low-cost UAVs Sewers Inspection,10.1109/sii64115.2026.11404663,False,,Y,Y,Y,1,0,1,0,0,0,2,INCLUDE,,VIO for sewer inspection drone; addresses featureless confined GNSS-denied environment; 2026.
P0363,C6,2026,Autonomous Localization and Navigation for Drones Over Rivers,10.1109/access.2025.3650454,True,papers/P0363.pdf,Y,Y,Y,1,1,0,0,1,1,4,INCLUDE,,Novel VIO for UAV over rivers; addresses dynamic water surface features; GPS-denied; 2026. R2 re-derived from the extraction sheet (adaptive_online) and Table 10 membership: 1. R6 re-derived from the recoded aux_sensors column: 1.
P0139,C6,2026,Efficient SLAM Algorithm Based on Quaternions for Real-Time Navigation of Unmanned Aerial Vehicles,10.1002/ett.70386,False,,Y,Y,Y,1,0,1,0,0,0,2,INCLUDE,,Efficient quaternion-based SLAM for real-time GPS-denied UAV navigation; novel quaternion formulation; 2026.
P0206,C6,2026,NaviLoc: Trajectory-Level Visual Localization for GNSS-Denied UAV Navigation,10.3390/drones10020097,True,papers/P0206.pdf,N,Y,Y,1,1,1,0,1,0,4,EXCLUDE,T1,NaviLoc: training-free GNSS-denied aerial-to-satellite localization; trajectory-level image matching + VIO; 2026.
P0438,C6,2026,A Multi-Sensor Fusion Framework for Unmanned Aerial Vehicle (UAV) Navigation and Inspection in GPS-Denied and Degraded Environments,10.1109/apscon68325.2026.11497125,True,papers/P0438.pdf,N,Y,N,1,0,0,1,0,0,2,EXCLUDE,T1,Multi-sensor fusion for GPS-denied UAV; addresses indoor GPS degradation; novel fusion framework; 2026. EXCLUDE T1. T1: VIO is off-the-shelf: 'the framework employs VSLAM using RTAB-Map for real-time 3D point cloud generation and feature tracking. An Extended Kalman Filter (EKF) is used to fuse Inertial Measurement Unit (IMU) data with visual odometry' (p.2); the EKF is presented only as textbook predict/gain/upd
P0632,C6,2026,Flying Co-Stereo: Enabling Long-Range Aerial Dense Mapping via Collaborative Stereo Vision of Dynamic-Baseline,10.1109/tro.2026.3658293,True,papers/P0632.pdf,Y,Y,Y,0,1,1,0,1,1,4,INCLUDE,,"Flying Co-Stereo: collaborative UAV swarm stereo for long-range dense mapping; novel cooperative depth; 2026. INCLUDE (T-1 borderline, second clause; note: the ego-motion VIO is off-the-shelf OpenVINS and that the contributed estimator estimates the inter-UAV relative pose)"
P0239,C6,2025,ESLS: A Vision-Based Emergency Safe Landing System for UAVs,10.1016/j.procs.2025.10.206,True,papers/P0239.pdf,N,Y,Y,1,0,1,0,1,1,4,EXCLUDE,T1,"Emergency safe landing planning system; VIO used for state estimation, not the contribution."
P0265,C6,2025,Research on High-Precision 3D Positioning and Map Construction Technology of Unmanned Aerial Vehicles in GIS Environment of Substations,10.1109/ccnis69465.2025.00010,True,papers/P0265.pdf,N,Y,N,1,1,0,1,1,1,5,EXCLUDE,T1,"GIS+VIO for UAV substation mapping; deployment of existing VIO technology; no algorithmic contribution. EXCLUDE T1. T1: system-description paper with only generic, unspecified estimator components: 'multiple sensor information, including GPS, inertial measurement unit (IMU), visual SLAM, lidar, etc., is adopted for information fusion. The Kalman filter is expanded to achieve attitude calculation' (p.1); 'employs"
P0290,C6,2025,Research on multi-sensor fusion navigation methods for aerial power operation drones,10.1049/icp.2025.2798,False,,Y,Y,Y,0,0,0,0,0,1,1,INCLUDE,,Vision-centric multi-sensor fusion for power system aerial operations; robust fusion framework; 2025.
P0292,C6,2025,Bridge Geometric Shape Measurement Using LiDAR–Camera Fusion Mapping and Learning-Based Segmentation Method,10.3390/buildings15091458,True,papers/P0292.pdf,N,Y,Y,0,0,1,0,1,1,3,EXCLUDE,T1,"Bridge shape measurement with LiDAR-camera fusion; surveying application, not VIO algorithm."
P0313,C6,2025,Development of an Algorithm for Absolute Visual-Inertial Navigation of Unmanned Aerial Vehicles,10.3103/s1068799825020217,True,papers/P0313.pdf,Y,Y,Y,1,0,0,0,1,1,3,EXCLUDE,EXC-9,"Absolute VIO navigation algorithm using satellite maps with seasonal change handling; GPS-absent UAV; 2025. EXC-9 withdrawn (no methodological basis); retained on T-1/T-2/T-3 as originally assessed. T-1 borderline, retained: absolute visual fix with INS attitude correction feeding the autopilot EKF is a new measurement-model contribution (amended T-1 wording, protocol §6)."
P0096,C6,2025,Train of Autonomous Aerial Vehicles for Subterranean Exploration with SLAM Capabilities,10.2514/6.2025-2067,False,,N,Y,Y,1,0,0,0,0,0,,EXCLUDE,T1,Cave/lava tube exploration with existing VIO+ToF; VIO used unmodified; system integration only.
P0143,C6,2025,An Autonomous Multimodal System for Intelligent Railway Inspection,10.36001/phmconf.2025.v17i1.4319,True,papers/P0143.pdf,N,Y,N,0,0,0,0,0,0,0,EXCLUDE,T1,Railway inspection with GPS+depth camera+VIO; application system; no novel VIO algorithm.
P0388,C7,2025,Toward Aerial Collaborative Stereo: Real-Time Cross-Camera Feature Association and Relative Pose Estimation for UAVs,10.1109/jsen.2025.3532699,True,papers/P0388.pdf,N,Y,Y,1,0,1,1,1,0,4,EXCLUDE,T1,Aerial collaborative stereo with real-time cross-camera feature association for UAV swarm; IEEE 2025. EXCLUDE (T1). The UAV's own VIO is off-the-shelf and unmodified: 'The VIO part adopts OpenVINS [29] to estimate the local odometry of the UAV' (p.5 = journal p.9865). The contributions are a cross-camera feature-association front-end ('we pro
P0414,C1,2025,A tightly-coupled dense monocular Visual-Inertial Odometry system with lightweight depth estimation network,10.1016/j.asoc.2025.112809,True,papers/P0414.pdf,Y,Y,Y,0,1,1,0,1,0,3,INCLUDE,,"Genuine dense-VIO estimator advance with adaptive depth modules; EuRoC = aerial. Prior C6 too low - this is C1 (general VIO estimator advance) with adaptive elements. GPU (RTX2080) eval, not onboard, but real-time -> r3=1."
P0589,C6,2025,A Quadrotor Autonomous System for Warehouse Inspection: An Integrated Approach of Perception-Control-Planning,10.1109/peeec67807.2025.00048,True,papers/P0589.pdf,N,Y,N,1,1,0,0,0,1,3,EXCLUDE,T1,"Warehouse inspection: lightweight VIO-SLAM + UWB + structural priors; novel enhanced pipeline; 2025. EXCLUDE T1 (also fails T3): the VIO is a generic textbook recipe with no stated modification or novelty ('We adopt a tightly coupled, keyframe-based VIO framework that fuses IMU measurements with monocular/stereo visual observations', p.2; IMU preintegration + reprojection residuals + BoW loop closure, p.2)."
P0229,C6,2024,Visual Inertial Navigation Optimization Method Based on Landmark Recognition,10.1007/978-981-97-0885-7_18,False,,Y,Y,Y,1,0,0,0,1,0,2,INCLUDE,,VIO with landmark recognition for improved localization in texture-poor/light-change environments; 2024.
P0020,C6,2024,Development of Unmanned Aerial Vehicle Navigation and Warehouse Inventory System Based on Reinforcement Learning,10.3390/drones8060220,True,papers/P0020.pdf,N,Y,N,1,0,0,0,0,1,2,EXCLUDE,T1,Warehouse inventory with UAV using barcodes/markers; navigation application; VIO not the contribution.
P0257,C6,2024,SBC-SLAM: Semantic Bioinspired Collaborative SLAM for Large-Scale Environment Perception of Heterogeneous Systems,10.1109/tim.2024.3385825,True,papers/P0257.pdf,N,Y,Y,0,0,1,0,0,0,1,EXCLUDE,T1,"SBC-SLAM: semantic bioinspired collaborative SLAM for UAV/UGV large-scale environments; 2024. EXCLUDE (T1). T-1 fails. The VIO is consumed unmodified as a pose source: 'The 6DoF pose of the robot, represented as (x, y, z, roll, pit"
P0268,C6,2024,An Improved Image Stitching Method Based on Vision-Inertial Fusion,10.1109/i2mtc60896.2024.10560768,True,papers/P0268.pdf,N,Y,N,0,0,0,0,1,0,1,EXCLUDE,T1,"Image stitching method using VI fusion; contribution is stitching algorithm, not VIO; 2024. EXCLUDE T1 (also fails T3): ORB-SLAM3 is used unmodified as the visual-inertial pose source; the contribution is the stitching algorithm."
P0272,C6,2024,Autonomous GPU-based UAS for inspection of confined spaces: Application to marine vessel classification,10.1016/j.robot.2023.104590,True,papers/P0272.pdf,N,Y,Y,1,0,1,1,0,1,4,EXCLUDE,T1,GPU-based UAS inspection of confined spaces; autonomous system using existing VIO; application paper.
P0055,C3,2024,Getting Started with a Simple Visual-Inertial Odometry,10.1109/rem63063.2024.10735689,True,papers/P0055.pdf,Y,Y,Y,0,1,0,0,1,0,2,INCLUDE,,"Simple VIO for drone navigation (beginner's algorithm); educational paper. INCLUDE: the abstract-stage pre-assessment had recorded t1 = N ('educational paper; no novel VIO contribution'); the full text presents its own VIO pipeline (first clause of T-1) with a quantitative flight evaluation, T-1/T-2/T-3 = Y/Y/Y. R2 set to 1: paper is in an adaptive-strategy row."
P0070,C1,2024,"Localization, Planning, and Control of a UAV for Rapid Complete Coverage Bridge Inspection in Large-Scale Intermittent GPS Environments",10.1109/tcst.2024.3366695,True,papers/P0070.pdf,Y,Y,Y,1,1,1,0,0,1,4,INCLUDE,,"UAV visual inspection with intermittent GPS: adaptive localization switching; drift-free in GPS-denied; 2024. INCLUDE (T-1 borderline, second clause). confirmed against the full text and the PDF (Table II is an image in the text dump; rendered from papers/P0070.pdf p.8 to read the numbers)."
P0072,C7,2024,A monocular inertial UAV SLAM algorithm leveraging feature clustering,10.1109/ihmsc62065.2024.00020,True,papers/P0072.pdf,Y,Y,Y,0,1,0,0,1,0,2,INCLUDE,,Monocular inertial UAV SLAM with feature clustering for power grid inspection; novel feature method; 2024. INCLUDE (T-1 first clause).
P0302,C7,2024,Loop Detection Method Based on Neural Radiance Field BoW Model for Visual Inertial Navigation of UAVs,10.3390/rs16163038,True,papers/P0302.pdf,Y,Y,Y,0,1,1,0,1,0,3,INCLUDE,,Front-end/loop-closure method (C7) improving VINS back-end accuracy; algorithmic contribution to VINS pipeline. Aerial via EuRoC and explicit small-UAV target. Adaptive dynamic weighting -> r2=1. Real-time questionable (600ms NeRF) but runtime reported and pipeline targeted o
P0355,C6,2024,Research on UAV autonomous positioning system for system engineering; [面向系统工程的无人机自主定位系统研究],10.11996/jg.j.2095-302x.2024020363,True,papers/P0355.pdf,N,Y,Y,0,0,1,0,1,0,2,EXCLUDE,T1,UAV positioning system engineering study; system design with existing algorithms; no novel VIO.
P0370,C6,2024,Research on UAV-Based Mars Topography Mapping and 3D Reconstruction System,10.1007/978-981-97-2116-0_43,False,,Y,Y,Y,1,0,1,0,0,1,3,INCLUDE,,UAV-based Mars topography mapping with onboard range-VIO; GPS-absent planetary navigation; 2024.
P0392,C6,2024,Rapid Initialization Method of Unmanned Aerial Vehicle Swarm Based on VIO-UWB in Satellite Denial Environment,10.3390/drones8070339,True,papers/P0392.pdf,N,Y,Y,1,0,0,0,0,1,2,EXCLUDE,T1,UAV swarm initialization using camera+VIO; swarm management system; VIO applied unchanged.
P0396,C6,2024,Cascade-structured Visual-Inertial Navigation System for Aerial Imaginary,10.33012/2024.19636,False,,Y,Y,Y,1,0,0,0,1,0,2,INCLUDE,,Cascade-structured VINS for aerial imaging; robust GPS alternative; novel cascade architecture; 2024.
P0403,C6,2024,Research on Unmanned Aerial Vehicle (UAV) Visual Landing Guidance and Positioning Algorithms,10.3390/drones8060257,True,papers/P0403.pdf,Y,Y,Y,0,1,1,1,1,1,5,INCLUDE,,"DL runway detection + IMU fusion for UAV visual landing; coarse-fine position approach; 2024. T-1 is satisfied of the T-1 definition under the second clause (and arguably the first), so the keep rule applies."
P0195,C6,2024,Active Heading Planning for Improving Visual-Inertial Odometry,10.1109/icuas60882.2024.10556967,True,papers/P0195.pdf,N,Y,Y,1,1,0,1,1,0,4,EXCLUDE,T1,"Active heading planning to improve VIO observability; adaptive motion control for GPS-denied UAV; 2024. EXCLUDE T1. T1: contribution is a heading planner that steers the UAV, not the estimator: 'we introduce a novel path-planning method called active heading planning' (p.1); 'For VIO-based navigation, we use the OpenVINS [11] framework' (p.5), used unmodified; planner 'runs on a separate thread ..'."
P0196,C6,2024,"AIVIO: Closed-Loop, Object-Relative Navigation of UAVs With AI-Aided Visual Inertial Odometry",10.1109/lra.2024.3479713,True,papers/P0196.pdf,Y,Y,Y,1,1,0,0,1,1,4,INCLUDE,,AIVIO: AI-aided VIO for object-relative UAV navigation; DL semantic + VIO tightly coupled; 2024. R6 re-derived from the recoded aux_sensors column: 1. T-1 satisfied.
P0663,C6,2024,$D^{2}$SLAM: Decentralized and Distributed Collaborative Visual-Inertial SLAM System for Aerial Swarm,10.1109/tro.2024.3422003,True,papers/P0663.pdf,Y,Y,Y,0,1,1,0,1,0,3,INCLUDE,,"D²SLAM: decentralized + distributed collaborative VI-SLAM for aerial swarms; accurate relative loc; IEEE 2024. INCLUDE (T-1 first clause, not borderline: D2VINS is a new tightly coupled distributed VIO estimator). T-1 (first clause): 'We introduce D2VINS, a distributed visual-inertial state estimator for multirobot systems utilizing the ADMM approach.'."
P0021,C6,2023,Visual-inertial-actuator odometry for multirotor UAVs with rotor drag and external disturbance,10.1007/s40435-023-01357-5,True,papers/P0021.pdf,Y,Y,Y,1,0,0,1,0,1,3,INCLUDE,,VIAO: Visual-Inertial-Actuator Odometry with rotor drag model for MAV; EKF with actuation data; IEEE ICRA 2023. R6 re-derived from the recoded aux_sensors column: 1.
P0035,C6,2023,Lidar-VIO Based Mapping of Elevator Shaft with UAV for Verification of Spatial Dimensions,10.1109/ceege58447.2023.10246629,False,,N,Y,N,0,0,0,0,0,0,,EXCLUDE,T1,LiDAR-VIO elevator shaft inspection; application paper; VIO and LiDAR both off-the-shelf.
P0266,C6,2023,Precision Landing of a Quadcopter Drone by Smartphone Video Guidance Sensor in a GPS-Denied Environment,10.3390/s23041934,True,papers/P0266.pdf,N,Y,Y,1,0,1,1,0,1,4,EXCLUDE,T1,Precision landing via smartphone SVGS sensor; landing guidance system; no VIO algorithm.
P0053,C6,2023,Vision-guided unmanned aerial system for rapid multiple-type damage detection and localization,10.1177/14759217221084878,True,papers/P0053.pdf,N,Y,N,1,0,1,1,0,1,4,EXCLUDE,T1,Vision-guided UAS for bridge crack detection; damage detection CNN; VIO state estimation is secondary.
P0282,C6,2023,MONO-HYDRA: REAL-TIME 3D SCENE GRAPH CONSTRUCTION FROM MONOCULAR CAMERA INPUT WITH IMU,10.5194/isprs-annals-x-1-w1-2023-439-2023,True,papers/P0282.pdf,N,Y,Y,1,1,0,0,1,0,3,EXCLUDE,T1,"MONO-HYDRA: 3D scene graph from monocular VI system; GNSS-denied robot spatial understanding; 2023. R2 re-derived from the extraction sheet (adaptive_online) and Table 10 membership: 1. T-1 fails. The VIO is R-VIO2 taken as is: 'monocular image sequences and IMU-based RVIO2 (Huai & Huang, 2022) framework are modified to interface with the Hydra framework' (p.3, Sec. 3.2)."
P0191,C6,2023,Real-Time UAV 3D Image Point Clouds Mapping,10.5194/isprs-annals-x-1-w1-2023-1097-2023,True,papers/P0191.pdf,N,Y,N,0,0,0,0,0,0,0,EXCLUDE,T1,UAV 3D point cloud mapping with DJI M300; mapping application using existing GNSS+VIO; no novel VIO.
P0197,C7,2023,UAV navigation in large-scale GPS-denied bridge environments using fiducial marker-corrected stereo visual-inertial localisation,10.1016/j.autcon.2023.105139,True,papers/P0197.pdf,Y,Y,Y,1,1,1,0,1,1,5,INCLUDE,,Override prior EXCLUDE: full text shows a genuine optimised SVIO front-end contribution (T1=Y) and quantitative RMSE results (T3=Y) on real UAV bridge flights. C7 front-end/feature method with fiducial-marker global correction.
P0204,C6,2023,Gateway Crossing Method for Unmanned Aerial Vehicles Based on Lightweight Corner-Assisted Localization and Visual-Inertial Navigation,10.1109/mlccim60412.2023.00032,False,,Y,Y,Y,1,0,0,0,1,0,2,INCLUDE,,Lightweight gateway crossing for micro-UAVs: corner features + VIO for gateway navigation; 2023.
P0429,C6,2023,Design and Implementation of Indoor Visual Autonomous Navigation System for Quadrotor UAV Based on Binocular Camera and IMU,10.1109/cei60616.2023.10527790,True,papers/P0429.pdf,N,Y,Y,1,0,1,0,0,0,2,EXCLUDE,T1,"Indoor VI autonomous navigation with binocular+IMU; addresses visual-inertial structural differences; 2023. EXCLUDE (T1). The abstract's one sentence that gestures at VIO novelty, 'This approach overcomes the structural differences between visual and inertial information, integrating them effectively' (p.1), is never"
P0450,C6,2023,Design and Implementation of Tennis Ball Boy Robot Based on a Quadrotor UAV,10.1109/cacre58689.2023.10208124,True,papers/P0450.pdf,N,Y,N,1,0,1,0,0,0,2,EXCLUDE,T1,"Tennis ball boy robot with UAV; hobby robotics application; standard VIO + computer vision. EXCLUDE (T1; also fails T3). T-1 fails. First clause: the VIO is VINS-Fusion applied unmodified inside an application pipeline, which is the protocol's own example of failure: 'The overall framewo"
P0300,C6,2022,CDSFusion: Dense Semantic SLAM for Indoor Environment Using CPU Computing,10.3390/rs14040979,True,papers/P0300.pdf,Y,Y,Y,0,0,1,0,1,0,2,INCLUDE,,"VIO modified (depth-augmented VINS-Mono + FAST features) so T1 passes; framed explicitly as UAV navigation application so T2 passes, though all validation is handheld/wheeled and aerial onboard is future work. System-integration paper (C6). r6=1 for RGBD depth (auxiliary moda R6 re-derived from the recoded aux_sensors column: 0."
P0080,C6,2022,Visual-inertial positioning method based on priori feature map matching constraints; [基于先验特征地图匹配约束的视觉/惯性定位方法],10.13695/j.cnki.12-1222/o3.2022.01.007,True,papers/P0080.pdf,Y,Y,Y,1,0,0,0,1,0,2,EXCLUDE,INC-4,"VIO with prior feature map matching; handles cumulative error + feature loss via prior map; 2022. papers/P0080.pdf on disk is a different paper (DOI 10.1109/VTC2022-Spring54318.2022.9860881); INC-4 decision rests on the record (Chinese-language journal), not on this file. papers/P0080.pdf is a different paper (VTC 2022 edge offloading)."
P0125,C6,2022,A Localization and Trajectory Planning Method for UAVs with Visual-Inertial Odometry,10.1109/aim52237.2022.9863253,True,papers/P0125.pdf,N,Y,N,0,0,0,0,0,0,0,EXCLUDE,T1,"Localization+trajectory planning system for GPS-denied UAV; planning contribution, not VIO algorithm."
P0375,C6,2022,Virtual Reality Aided High-Quality 3D Reconstruction by Remote Drones,10.1145/3458930,True,papers/P0375.pdf,N,Y,Y,0,0,1,0,0,0,1,EXCLUDE,T1,VR-aided 3D reconstruction by drones; deep learning reconstruction; VIO used for positioning only.
P0378,C6,2022,C2VIR-SLAM: Centralized Collaborative Visual-Inertial-Range Simultaneous Localization and Mapping,10.3390/drones6110312,True,papers/P0378.pdf,Y,Y,Y,0,1,1,0,0,1,3,INCLUDE,,"C2VIR-SLAM: centralized collaborative VI+range SLAM for multi-robot rescue/agriculture; 2022. The first clause of T-1 fails: 'We adopt VINS-Mono [11] to estimate the motion of each agent .. For more technical details, please refer to VINS-Mono [11]' (pp.5-6). The second clause is met on the text: the paper presents a multi-sensor state estimator, the server-side collaborative pose graph of Eq."
P0398,C6,2022,Improving UAV Localization Accuracy by Tracking Visual Features in a Georeferenced Map,10.1007/978-981-16-9492-9_308,False,,Y,Y,Y,1,0,0,0,1,0,2,INCLUDE,,Improved UAV localization via feature tracking in global map; reduces VIO drift; 2022.
P0405,C6,2022,Autonomous Customized Quadrotor With Vision-Aided Navigation For Indoor Flight Challenges,10.1109/icmre54455.2022.9734105,True,papers/P0405.pdf,N,Y,N,0,0,0,0,0,0,0,EXCLUDE,T1,Student competition quadrotor with vision-aided nav; implementation project; no novel VIO contribution.
P0406,C6,2022,Structure Priors Aided Visual-Inertial Navigation in Building Inspection Tasks with Auxiliary Line Features,10.1109/taes.2022.3142663,True,papers/P0406.pdf,Y,Y,Y,1,1,1,0,1,0,4,INCLUDE,,Structure priors + line features VIO for building inspection; 2022. PDF located (papers/P0406.pdf); the record had been mis-logged as EXC-8.
P0185,C6,2022,Perception-Aware Receding Horizon Trajectory Planning for Multicopters With Visual-Inertial Odometry,10.1109/access.2022.3200342,True,papers/P0185.pdf,N,Y,N,0,0,0,0,0,0,0,EXCLUDE,T1,"Perception-aware trajectory planner for VIO; motion planning contribution, not VIO algorithm itself."
P0424,C6,2022,A Novel Relocating Recognition Algorithm in Overlapping Region for Multi-UAVs Cluster,10.1109/icus55513.2022.9986862,True,papers/P0424.pdf,N,Y,Y,0,0,1,0,0,0,1,EXCLUDE,T1,"Novel relocation recognition algorithm for multi-UAV distributed SLAM; overlapping region; 2022. EXCLUDE T1. T1: the VIO block (Sec. II.A) restates VINS-Mono unchanged - 'the real-time mapping algorithm based on the VINS-MONO SLAM algorithm' (p.5); initialisation, tightly-coupled sliding window with marginalisation, and 'DBow2' loop detection/relocation are described exactly as in [20] with no modification"
P0645,C6,2022,Enforcing Vision-Based Localization using Perception Constrained N-MPC for Multi-Rotor Aerial Vehicles,10.1109/iros47612.2022.9981643,True,papers/P0645.pdf,N,Y,N,0,1,1,1,0,0,3,EXCLUDE,T1,"N-MPC for perception-constrained UAV; control-level contribution to support VIO; not VIO algorithm. EXCLUDE T1. T1 (N): main contribution is a controller, not an estimator: 'Our main contribution is a N-MPC formulation that extends the various perception-related constraints and objectives' (p.3)."
P0010,C6,2021,An Autonomous Visual-Inertial-Based Navigation System for Quadrotor,10.1007/978-981-15-8458-9_43,True,papers/P0010.pdf,N,Y,N,0,0,0,0,0,0,0,EXCLUDE,T1,"Autonomous VI navigation system for quadrotor; system integration using VINS-Mono; no novel VIO. Correct PDF (Zhao et al., LNEE 2021) obtained; the file previously on record was a different paper. Full-text triage on the correct document: EXCLUDE T1 (VINS-Mono used unmodified inside a navigation system; only GFTT corner selection changed) and T3 (no numeric accuracy metric); t3 set to N."
P0225,C3,2021,Loose Coupled Initialization Method for Visual Inertial Navigation in Outdoor Low Altitude Flight Environment,10.1109/icrae53653.2021.9657780,True,papers/P0225.pdf,Y,Y,Y,0,1,1,0,1,0,3,INCLUDE,,"Loose-coupled VIO initialization for outdoor low-altitude UAV; novel dynamic environment init; 2021. INCLUDE. T1: 'a loose coupled inertial navigation system initialization method is proposed aided by visual information. First, the feature points are segmented into sky end and ground end at the vision front end .. camera poses and the re-integration of acceleration and angular velocity measurements are ali"
P0019,C6,2021,Dense 3D-reconstruction from monocular image sequences for computationally constrained UAS,10.1109/wacv48630.2021.00186,True,papers/P0019.pdf,N,Y,N,0,0,0,0,0,0,0,EXCLUDE,T1,Dense 3D reconstruction for landing site detection; reconstruction system; VIO for state estimation only.
